country, type, prefix, voice price, sms price
Global Mobile Satellite System,Globalstar,8819,6.33,
Global Mobile Satellite System,Globalstar Middle East,881920,3.17,
Global Mobile Satellite System,Globalstar Avrasya,881990,3.17,
Global Mobile Satellite System,Global Mobile Satellite System,881996,3.17,
Global Mobile Satellite System,Global Mobile Satellite System,8819960,6.33,
Global Mobile Satellite System,Global Mobile Satellite System,8819969,6.33,
Global Mobile Satellite System,Globalstar Middle East,8819970,3.17,
Global Mobile Satellite System,Globalstar Middle East,8819971,3.17,
Global Mobile Satellite System,Globalstar Middle East,8819972,3.17,
Global Mobile Satellite System,Globalstar Middle East,8819973,3.17,
Global Mobile Satellite System,Globalstar Middle East,8819974,3.17,
Global Mobile Satellite System,Globalstar Middle East,881998,3.17,
Taiwan,Taiwan,886,0.05,0.05
Taiwan,Mobile,8869,0.16,0.05
Taiwan,Non CHT Mobile,88690,0.17,0.05
Taiwan,Taiwan,88691,0.17,0.05
Taiwan,Taiwan,88692,0.17,0.05
Taiwan,Taiwan,88693,0.17,0.05
Taiwan,Non CHT Mobile,88694,0.17,0.05
Taiwan,Non CHT Mobile,88695,0.17,0.05
Taiwan,Taiwan,88696,0.17,0.05
Taiwan,Taiwan,88697,0.17,0.05
Taiwan,Taiwan,886978,0.16,0.05
Taiwan,CHT Mobile,8869780,0.17,0.05
Taiwan,CHT Mobile,8869781,0.17,0.05
Taiwan,CHT Mobile,8869782,0.17,0.05
Taiwan,CHT Mobile,8869783,0.17,0.05
Taiwan,CHT Mobile,8869784,0.17,0.05
Taiwan,CHT Mobile,8869785,0.17,0.05
Taiwan,CHT Mobile,8869786,0.17,0.05
Taiwan,CHT Mobile,8869787,0.17,0.05
Taiwan,CHT Mobile,8869788,0.17,0.05
Taiwan,non-CHT Mobile,8869789,0.17,0.05
Taiwan,Taiwan,88698,0.17,0.05
Taiwan,Taiwan,88699,0.17,0.05
United Nations Global Disaster Relief,Voxbone,888,10.31,
Turkey,Turkey,90,0.09,0.03
Turkey,Istanbul,90212,0.08,0.03
Turkey,Istanbul,90216,0.08,0.03
Turkey,Metro Cities,90224,0.08,0.03
Turkey,Metro Cities,90232,0.08,0.03
Turkey,Metro Cities,90242,0.08,0.03
Turkey,Ankara,90312,0.08,0.03
Turkey,Metro Cities,90322,0.08,0.03
Turkey,Metro Cities,90362,0.08,0.03
Cyprus,Northern,90392,0.11,0.04
Turkey,Mobile,905,0.2,0.03
Turkey,Avea Mobile,9050,0.19,0.03
Turkey,Mobile,90510260,0.13,0.03
Turkey,Mobile,90510261,0.13,0.03
Turkey,Turkcell Mobile,9053,0.18,0.03
Turkey,Turkcell Mobile,90530,0.22,0.03
Turkey,Turkcell Mobile,90531,0.22,0.03
Turkey,Turkcell Mobile,90532,0.22,0.03
Turkey,Turkey,90533,0.22,0.03
Turkey,Turkey,905338,0.18,0.03
Turkey,Turkcell Mobile,9053380,0.22,0.03
Turkey,Turkcell Mobile,9053381,0.22,0.03
Cyprus,North Turkcell Mobile,9053382,0.29,0.04
Cyprus,North Turkcell Mobile,9053383,0.29,0.04
Cyprus,North Turkcell Mobile,9053384,0.29,0.04
Cyprus,North Turkcell Mobile,9053385,0.29,0.04
Cyprus,North Turkcell Mobile,9053386,0.29,0.04
Cyprus,North Turkcell Mobile,9053387,0.29,0.04
Cyprus,North Turkcell Mobile,9053388,0.29,0.04
Cyprus,North Turkcell Mobile,9053389,0.22,0.04
Turkey,Turkcell Mobile,90534,0.22,0.03
Turkey,Turkcell Mobile,90535,0.22,0.03
Turkey,Turkcell Mobile,90536,0.22,0.03
Turkey,Turkcell Mobile,90537,0.22,0.03
Turkey,Turkcell Mobile,90538,0.22,0.03
Turkey,Turkcell Mobile,90539,0.22,0.03
Turkey,Telsim Mobile,9054,0.19,0.03
Cyprus,North VodafOne Mobile,9054285,0.3,0.04
Cyprus,North VodafOne Mobile,9054286,0.3,0.04
Cyprus,North VodafOne Mobile,9054287,0.3,0.04
Cyprus,North VodafOne Mobile,9054288,0.3,0.04
Turkey,North Cyprus VodafOne Mobile,9054698,0.3,0.03
Turkey,North Cyprus VodafOne Mobile,9054699,0.3,0.03
Turkey,Telsim Mobile,90548,0.13,0.03
Turkey,Vodafone Mobile,905480,0.19,0.03
Turkey,Vodafone Mobile,905481,0.19,0.03
Turkey,Vodafone Mobile,905482,0.19,0.03
Turkey,Vodafone Mobile,905483,0.19,0.03
Turkey,Vodafone Mobile,905484,0.19,0.03
Turkey,Vodafone Mobile,905485,0.19,0.03
Turkey,Vodafone Mobile,905486,0.19,0.03
Turkey,Vodafone Mobile,905487,0.19,0.03
Turkey,Vodafone Mobile,905488,0.19,0.03
Turkey,North Cyprus VodafOne Mobile,9054881,0.3,0.03
Turkey,North Cyprus VodafOne Mobile,9054882,0.3,0.03
Turkey,North Cyprus VodafOne Mobile,9054883,0.3,0.03
Turkey,North Cyprus VodafOne Mobile,9054884,0.3,0.03
Turkey,North Cyprus VodafOne Mobile,9054885,0.3,0.03
Turkey,North Cyprus VodafOne Mobile,9054886,0.3,0.03
Turkey,North Cyprus VodafOne Mobile,9054887,0.3,0.03
Turkey,North Cyprus VodafOne Mobile,9054888,0.3,0.03
Turkey,North Cyprus VodafOne Mobile,9054889,0.3,0.03
Turkey,Vodafone Mobile,905489,0.19,0.03
Turkey,Avea Mobile,9055,0.19,0.03
Turkey,Mobile,90592,0.28,0.03
Turkey,Mobile,90594,0.28,0.03
Turkey,Mobile,90596,0.28,0.03
India,India,91,0.057,0.02
India,New Delhi,9111,0.05,0.02
India,Haryana,9112,0.05,0.02
India,Haryana,9113,0.05,0.02
India,Jaipur,91141,0.056,0.02
India,Punjab,9116,0.05,0.02
India,Punjab,9117,0.05,0.02
India,Punjab,9118,0.056,0.02
India,Punjab,91180,0.05,0.02
India,Jullundur,91181,0.06,0.02
India,Punjab,91182,0.05,0.02
India,Punjab,91183,0.05,0.02
India,Punjab,91184,0.05,0.02
India,Punjab,91185,0.05,0.02
India,Punjab,91186,0.05,0.02
India,Punjab,91187,0.05,0.02
India,Punjab,91188,0.05,0.02
India,Punjab,91189,0.05,0.02
India,Pune,9120,0.05,0.02
India,Mumbai,9122,0.05,0.02
India,Gujarat,9126,0.05,0.02
India,Gujarat,9127,0.05,0.02
India,Gujarat,9128,0.05,0.02
India,Calcutta,9133,0.05,0.02
India,Hyderabad,9140,0.05,0.02
India,Tamil Nadu,9141,0.05,0.02
India,Tamil Nadu,9142,0.056,0.02
India,Tamil Nadu,9143,0.056,0.02
India,Madras,9144,0.05,0.02
India,Tamil Nadu,9145,0.056,0.02
India,Tamil Nadu,9146,0.056,0.02
India,Kerala FIXED,9147,0.05,0.02
India,Kerala,9148,0.056,0.02
India,Kerala FIXED,91480,0.05,0.02
India,Kerala FIXED,91481,0.05,0.02
India,Kerala FIXED,91482,0.05,0.02
India,Kerala FIXED,91483,0.05,0.02
India,Cochin,91484,0.06,0.02
India,Kerala FIXED,91485,0.05,0.02
India,Kerala FIXED,91486,0.05,0.02
India,Kerala FIXED,91487,0.05,0.02
India,Kerala FIXED,91488,0.05,0.02
India,Kerala FIXED,91489,0.05,0.02
India,Kerala FIXED,9149,0.05,0.02
India,Lucknow,91522,0.056,0.02
India,India,9155952,0.056,0.02
India,Agra,91562,0.058,0.02
India,Patna,91612,0.056,0.02
India,Cuttak,91671,0.056,0.02
India,Nagpur,91712,0.056,0.02
India,Mobile,9172,0.056,0.02
India,India,91720,0.05,0.02
India,India,917201,0.056,0.02
India,India,917202,0.056,0.02
India,India,917203,0.056,0.02
India,Mobile,917250,0.05,0.02
India,Mobile,917259,0.05,0.02
India,Mobile,917275,0.05,0.02
India,Mobile,917276,0.05,0.02
India,Mobile,917277,0.05,0.02
India,Mobile,917278,0.05,0.02
India,Mobile,917293,0.05,0.02
India,Mobile,917298,0.05,0.02
India,Mobile,917299,0.05,0.02
India,India,91730,0.05,0.02
India,India,917300,0.056,0.02
India,India,91731,0.056,0.02
India,India,91732,0.056,0.02
India,India,91733,0.056,0.02
India,India,91734,0.056,0.02
India,Mobile,91735,0.05,0.02
India,India,91736,0.056,0.02
India,India,917370,0.056,0.02
India,India,917371,0.056,0.02
India,India,917372,0.056,0.02
India,Mobile,917373,0.05,0.02
India,India,917374,0.056,0.02
India,India,917375,0.056,0.02
India,Mobile,917377,0.05,0.02
India,India,917378,0.056,0.02
India,Mobile,917379,0.05,0.02
India,India,91738,0.05,0.02
India,India,917380,0.057,0.02
India,BSNL Mobile,917382,0.058,0.02
India,BSNL Mobile,9173820,0.057,0.02
India,BSNL Mobile,9173821,0.057,0.02
India,BSNL Mobile,9173822,0.057,0.02
India,BSNL Mobile,9173823,0.057,0.02
India,BSNL Mobile,9173824,0.057,0.02
India,BSNL Mobile,9173825,0.057,0.02
India,BSNL Mobile,9173826,0.057,0.02
India,BSNL Mobile,9173827,0.057,0.02
India,BSNL Mobile,9173828,0.057,0.02
India,BSNL Mobile,9173829,0.057,0.02
India,India,91739,0.056,0.02
India,Mobile,917396,0.05,0.02
India,Mobile,917398,0.05,0.02
India,Mobile,917399,0.05,0.02
India,India,91740,0.05,0.02
India,India,917400,0.056,0.02
India,India,91741,0.056,0.02
India,Mobile,917411,0.05,0.02
India,Mobile,917415,0.05,0.02
India,Mobile,917416,0.05,0.02
India,Mobile,917417,0.05,0.02
India,Mobile,917418,0.05,0.02
India,Mobile,917419,0.05,0.02
India,India,91742,0.056,0.02
India,Mobile,917428,0.05,0.02
India,Mobile,917429,0.05,0.02
India,India,91743,0.056,0.02
India,Mobile,917439,0.05,0.02
India,India,91744,0.056,0.02
India,India,91745,0.056,0.02
India,India,91746,0.056,0.02
India,India,91747,0.056,0.02
India,India,91748,0.056,0.02
India,Mobile,917483,0.05,0.02
India,Mobile,917488,0.05,0.02
India,Mobile,917489,0.05,0.02
India,India,91749,0.056,0.02
India,Mobile,917498,0.05,0.02
India,Mobile,917499,0.05,0.02
India,Mobile,91750,0.05,0.02
India,India,91751,0.056,0.02
India,Mobile,91752,0.056,0.02
India,Mobile,917520,0.05,0.02
India,India,91753,0.056,0.02
India,India,917540,0.056,0.02
India,India,917541,0.056,0.02
India,India,917542,0.056,0.02
India,India,917543,0.056,0.02
India,India,917544,0.056,0.02
India,India,917545,0.056,0.02
India,India,917546,0.056,0.02
India,India,917547,0.056,0.02
India,India,917548,0.056,0.02
India,Mobile,917549,0.05,0.02
India,Bhopal,91755,0.05,0.02
India,India,91756,0.056,0.02
India,Mobile,917566,0.05,0.02
India,Mobile,917567,0.05,0.02
India,Mobile,917568,0.05,0.02
India,Mobile,917569,0.05,0.02
India,India,91757,0.056,0.02
India,India,917579,0.057,0.02
India,India,917580,0.056,0.02
India,India,917581,0.056,0.02
India,India,917582,0.056,0.02
India,India,917583,0.056,0.02
India,India,917584,0.056,0.02
India,India,917585,0.056,0.02
India,India,917586,0.056,0.02
India,BSNL Mobile,917589,0.058,0.02
India,BSNL Mobile,9175890,0.057,0.02
India,BSNL Mobile,9175891,0.057,0.02
India,BSNL Mobile,9175892,0.057,0.02
India,BSNL Mobile,9175893,0.057,0.02
India,BSNL Mobile,9175894,0.057,0.02
India,BSNL Mobile,9175895,0.057,0.02
India,BSNL Mobile,9175896,0.057,0.02
India,BSNL Mobile,9175897,0.057,0.02
India,BSNL Mobile,9175898,0.057,0.02
India,BSNL Mobile,9175899,0.057,0.02
India,India,91759,0.056,0.02
India,India,917597,0.057,0.02
India,India,917598,0.057,0.02
India,India,917599,0.057,0.02
India,Mobile,9176,0.056,0.02
India,Mobile,917600,0.05,0.02
India,Mobile,917602,0.05,0.02
India,Mobile,917607,0.05,0.02
India,Mobile,917620,0.05,0.02
India,Mobile,917631,0.05,0.02
India,Mobile,917639,0.05,0.02
India,Mobile,917654,0.05,0.02
India,Mobile,917665,0.05,0.02
India,Mobile,917666,0.05,0.02
India,Mobile,917667,0.05,0.02
India,Mobile,917668,0.05,0.02
India,Mobile,917669,0.05,0.02
India,Mobile,917676,0.05,0.02
India,Mobile,917677,0.05,0.02
India,Mobile,917679,0.05,0.02
India,Mobile,9176919,0.05,0.02
India,Mobile,9176920,0.05,0.02
India,Mobile,9176928,0.05,0.02
India,Mobile,9176929,0.05,0.02
India,Mobile,9176930,0.05,0.02
India,Mobile,9176938,0.05,0.02
India,Mobile,9176939,0.05,0.02
India,Mobile,9176940,0.05,0.02
India,Mobile,9176948,0.05,0.02
India,Mobile,9176949,0.05,0.02
India,Mobile,917696,0.05,0.02
India,Mobile,917697,0.05,0.02
India,Mobile,917698,0.05,0.02
India,Mobile,917699,0.05,0.02
India,Mobile,917702,0.056,0.02
India,Mobile,9177030,0.056,0.02
India,Mobile,9177040,0.056,0.02
India,Mobile,9177048,0.056,0.02
India,Mobile,9177049,0.056,0.02
India,Mobile,9177050,0.056,0.02
India,Mobile,9177058,0.056,0.02
India,Mobile,9177059,0.056,0.02
India,Mobile,9177060,0.056,0.02
India,Mobile,9177068,0.056,0.02
India,Mobile,9177069,0.056,0.02
India,Mobile,917708,0.056,0.02
India,Mobile,917709,0.056,0.02
India,Mobile,9177190,0.056,0.02
India,Mobile,9177198,0.056,0.02
India,Mobile,9177199,0.056,0.02
India,Mobile,9177200,0.056,0.02
India,Mobile,9177208,0.056,0.02
India,Mobile,9177209,0.056,0.02
India,Mobile,9177210,0.056,0.02
India,Mobile,9177218,0.056,0.02
India,Mobile,9177219,0.056,0.02
India,Mobile,9177220,0.056,0.02
India,Mobile,9177228,0.056,0.02
India,Mobile,9177229,0.056,0.02
India,Mobile,9177230,0.056,0.02
India,Mobile,9177238,0.056,0.02
India,Mobile,9177239,0.056,0.02
India,Mobile,9177240,0.056,0.02
India,Mobile,9177248,0.056,0.02
India,Mobile,9177249,0.056,0.02
India,Mobile,9177250,0.056,0.02
India,Mobile,9177258,0.056,0.02
India,Mobile,9177259,0.056,0.02
India,Mobile,9177260,0.056,0.02
India,Mobile,9177268,0.056,0.02
India,Mobile,9177269,0.056,0.02
India,Mobile,9177270,0.056,0.02
India,Mobile,9177278,0.056,0.02
India,Mobile,9177279,0.056,0.02
India,Mobile,9177280,0.056,0.02
India,Mobile,9177288,0.056,0.02
India,Mobile,9177289,0.056,0.02
India,Mobile,9177290,0.056,0.02
India,Mobile,9177298,0.056,0.02
India,Mobile,9177299,0.056,0.02
India,Mobile,9177300,0.056,0.02
India,Mobile,9177308,0.056,0.02
India,Mobile,9177309,0.056,0.02
India,Mobile,9177310,0.056,0.02
India,Mobile,9177318,0.056,0.02
India,Mobile,9177319,0.056,0.02
India,Mobile,9177320,0.056,0.02
India,Mobile,9177328,0.056,0.02
India,Mobile,9177329,0.056,0.02
India,Mobile,9177330,0.056,0.02
India,Mobile,9177338,0.056,0.02
India,Mobile,9177339,0.056,0.02
India,Mobile,9177340,0.056,0.02
India,Mobile,9177348,0.056,0.02
India,Mobile,9177349,0.056,0.02
India,Mobile,917735,0.05,0.02
India,Mobile,917736,0.056,0.02
India,Mobile,917737,0.056,0.02
India,Mobile,917738,0.056,0.02
India,Mobile,917739,0.056,0.02
India,Mobile,9177408,0.056,0.02
India,Mobile,9177409,0.056,0.02
India,Mobile,9177410,0.056,0.02
India,Mobile,9177418,0.056,0.02
India,Mobile,9177419,0.056,0.02
India,Mobile,917742,0.056,0.02
India,Mobile,9177438,0.056,0.02
India,Mobile,9177439,0.056,0.02
India,Mobile,9177440,0.056,0.02
India,Mobile,9177448,0.056,0.02
India,Mobile,9177449,0.056,0.02
India,Mobile,9177450,0.056,0.02
India,Mobile,9177458,0.056,0.02
India,Mobile,9177459,0.056,0.02
India,Mobile,9177460,0.056,0.02
India,Mobile,9177468,0.056,0.02
India,Mobile,9177469,0.056,0.02
India,Mobile,9177470,0.056,0.02
India,Mobile,9177478,0.056,0.02
India,Mobile,9177479,0.056,0.02
India,Mobile,9177480,0.056,0.02
India,Mobile,9177488,0.056,0.02
India,Mobile,9177489,0.056,0.02
India,Mobile,9177490,0.056,0.02
India,Mobile,9177498,0.056,0.02
India,Mobile,9177499,0.056,0.02
India,Mobile,9177500,0.056,0.02
India,Mobile,9177508,0.056,0.02
India,Mobile,9177509,0.056,0.02
India,Mobile,9177510,0.056,0.02
India,Mobile,9177518,0.056,0.02
India,Mobile,9177519,0.056,0.02
India,Mobile,9177520,0.056,0.02
India,Mobile,9177528,0.056,0.02
India,Mobile,9177529,0.056,0.02
India,Mobile,9177530,0.056,0.02
India,Mobile,9177538,0.056,0.02
India,Mobile,9177539,0.056,0.02
India,Mobile,9177540,0.056,0.02
India,Mobile,9177548,0.056,0.02
India,Mobile,9177549,0.056,0.02
India,Mobile,9177550,0.056,0.02
India,Mobile,9177558,0.056,0.02
India,Mobile,9177559,0.056,0.02
India,Mobile,9177560,0.056,0.02
India,Mobile,9177568,0.056,0.02
India,Mobile,9177569,0.056,0.02
India,Mobile,9177570,0.056,0.02
India,Mobile,9177578,0.056,0.02
India,Mobile,9177579,0.056,0.02
India,Mobile,9177580,0.056,0.02
India,Mobile,9177588,0.056,0.02
India,Mobile,9177589,0.056,0.02
India,Mobile,9177590,0.056,0.02
India,Mobile,9177598,0.056,0.02
India,Mobile,9177599,0.056,0.02
India,Mobile,917760,0.056,0.02
India,Mobile,9177618,0.056,0.02
India,Mobile,9177619,0.056,0.02
India,Mobile,9177620,0.056,0.02
India,Mobile,9177628,0.056,0.02
India,Mobile,9177629,0.056,0.02
India,Mobile,9177630,0.056,0.02
India,Mobile,9177638,0.056,0.02
India,Mobile,9177639,0.05,0.02
India,Mobile,9177640,0.05,0.02
India,Mobile,9177648,0.05,0.02
India,Mobile,9177649,0.05,0.02
India,Mobile,9177650,0.05,0.02
India,Mobile,9177658,0.05,0.02
India,Mobile,9177659,0.05,0.02
India,Mobile,9177660,0.05,0.02
India,Mobile,9177668,0.05,0.02
India,Mobile,9177669,0.05,0.02
India,Mobile,9177670,0.05,0.02
India,Mobile,9177678,0.05,0.02
India,Mobile,9177679,0.05,0.02
India,Mobile,9177680,0.05,0.02
India,Mobile,9177688,0.05,0.02
India,Mobile,9177689,0.05,0.02
India,Mobile,9177690,0.05,0.02
India,Mobile,9177698,0.05,0.02
India,Mobile,9177699,0.05,0.02
India,Mobile,9177700,0.05,0.02
India,Mobile,9177708,0.05,0.02
India,Mobile,9177709,0.05,0.02
India,Mobile,9177710,0.05,0.02
India,Mobile,9177718,0.05,0.02
India,Mobile,9177719,0.05,0.02
India,Mobile,9177720,0.05,0.02
India,Mobile,9177728,0.05,0.02
India,Mobile,9177729,0.05,0.02
India,Mobile,9177730,0.05,0.02
India,Mobile,9177738,0.05,0.02
India,Mobile,9177739,0.05,0.02
India,Mobile,9177740,0.05,0.02
India,Mobile,9177748,0.05,0.02
India,Mobile,9177749,0.05,0.02
India,Mobile,9177750,0.05,0.02
India,Mobile,9177758,0.05,0.02
India,Mobile,9177759,0.05,0.02
India,Mobile,9177760,0.05,0.02
India,Mobile,9177768,0.05,0.02
India,Mobile,9177769,0.05,0.02
India,Mobile,9177779,0.05,0.02
India,Mobile,9177780,0.05,0.02
India,Mobile,9177788,0.05,0.02
India,Mobile,9177789,0.05,0.02
India,Mobile,9177790,0.05,0.02
India,Mobile,9177798,0.05,0.02
India,Mobile,9177799,0.05,0.02
India,Mobile,9177810,0.05,0.02
India,Mobile,9177818,0.05,0.02
India,Mobile,9177819,0.05,0.02
India,Mobile,9177820,0.05,0.02
India,Mobile,9177828,0.05,0.02
India,Mobile,9177829,0.05,0.02
India,Mobile,9177830,0.05,0.02
India,Mobile,9177838,0.05,0.02
India,Mobile,9177839,0.05,0.02
India,Mobile,9177840,0.05,0.02
India,Mobile,9177848,0.05,0.02
India,Mobile,9177849,0.05,0.02
India,Mobile,9177850,0.05,0.02
India,Mobile,9177858,0.05,0.02
India,Mobile,9177859,0.05,0.02
India,Mobile,9177860,0.05,0.02
India,Mobile,9177868,0.05,0.02
India,Mobile,9177869,0.05,0.02
India,Mobile,9177870,0.05,0.02
India,Mobile,9177878,0.05,0.02
India,Mobile,9177879,0.05,0.02
India,Mobile,9177880,0.05,0.02
India,Mobile,9177888,0.05,0.02
India,Mobile,9177889,0.05,0.02
India,Mobile,9177890,0.05,0.02
India,Mobile,9177898,0.05,0.02
India,Mobile,9177899,0.05,0.02
India,Mobile,9177900,0.05,0.02
India,Mobile,9177908,0.05,0.02
India,Mobile,9177909,0.05,0.02
India,Mobile,9177910,0.05,0.02
India,Mobile,9177918,0.05,0.02
India,Mobile,9177919,0.05,0.02
India,Mobile,9177920,0.05,0.02
India,Mobile,9177928,0.05,0.02
India,Mobile,9177929,0.05,0.02
India,Mobile,9177930,0.05,0.02
India,Mobile,9177938,0.05,0.02
India,Mobile,9177939,0.056,0.02
India,Mobile,9177940,0.056,0.02
India,Mobile,9177948,0.056,0.02
India,Mobile,9177949,0.056,0.02
India,Mobile,917795,0.056,0.02
India,Mobile,917796,0.056,0.02
India,Mobile,917797,0.056,0.02
India,Mobile,917798,0.056,0.02
India,Mobile,917799,0.05,0.02
India,Mobile,917800,0.056,0.02
India,Mobile,9178010,0.056,0.02
India,Mobile,9178018,0.056,0.02
India,Mobile,9178019,0.056,0.02
India,Mobile,9178020,0.056,0.02
India,Mobile,9178028,0.056,0.02
India,Mobile,9178029,0.056,0.02
India,Mobile,9178030,0.05,0.02
India,Mobile,9178038,0.05,0.02
India,Mobile,9178039,0.05,0.02
India,Mobile,9178040,0.05,0.02
India,Mobile,9178048,0.05,0.02
India,Mobile,9178049,0.05,0.02
India,Mobile,9178050,0.05,0.02
India,Mobile,9178058,0.05,0.02
India,Mobile,9178059,0.05,0.02
India,Mobile,9178060,0.05,0.02
India,Mobile,9178068,0.05,0.02
India,Mobile,9178069,0.05,0.02
India,Mobile,917807,0.056,0.02
India,Mobile,917808,0.056,0.02
India,Mobile,917809,0.056,0.02
India,Mobile,9178100,0.05,0.02
India,Mobile,9178108,0.05,0.02
India,Mobile,9178109,0.05,0.02
India,Mobile,9178110,0.05,0.02
India,Mobile,9178118,0.05,0.02
India,Mobile,9178119,0.05,0.02
India,Mobile,9178120,0.05,0.02
India,Mobile,9178128,0.05,0.02
India,Mobile,9178129,0.05,0.02
India,Mobile,9178130,0.05,0.02
India,Mobile,9178138,0.05,0.02
India,Mobile,9178139,0.05,0.02
India,Mobile,917814,0.05,0.02
India,Mobile,9178150,0.05,0.02
India,Mobile,9178158,0.05,0.02
India,Mobile,9178159,0.05,0.02
India,Mobile,9178160,0.05,0.02
India,Mobile,9178168,0.05,0.02
India,Mobile,9178169,0.05,0.02
India,Mobile,9178170,0.05,0.02
India,Mobile,9178178,0.05,0.02
India,Mobile,9178179,0.05,0.02
India,Mobile,9178180,0.05,0.02
India,Mobile,9178188,0.05,0.02
India,Mobile,9178189,0.05,0.02
India,Mobile,9178190,0.05,0.02
India,Mobile,9178198,0.05,0.02
India,Mobile,9178199,0.05,0.02
India,Mobile,9178200,0.05,0.02
India,Mobile,9178208,0.05,0.02
India,Mobile,9178209,0.05,0.02
India,Mobile,9178210,0.05,0.02
India,Mobile,9178218,0.05,0.02
India,Mobile,9178219,0.05,0.02
India,Mobile,9178220,0.05,0.02
India,Mobile,9178228,0.05,0.02
India,Mobile,9178229,0.05,0.02
India,Mobile,9178230,0.05,0.02
India,Mobile,9178238,0.05,0.02
India,Mobile,9178239,0.05,0.02
India,Mobile,9178240,0.05,0.02
India,Mobile,9178248,0.05,0.02
India,Mobile,9178249,0.05,0.02
India,Mobile,9178250,0.05,0.02
India,Mobile,9178258,0.05,0.02
India,Mobile,9178259,0.05,0.02
India,Mobile,9178260,0.05,0.02
India,Mobile,9178268,0.05,0.02
India,Mobile,9178269,0.05,0.02
India,Mobile,917827,0.05,0.02
India,Mobile,917828,0.05,0.02
India,Mobile,917829,0.056,0.02
India,Mobile,917830,0.056,0.02
India,Mobile,9178310,0.056,0.02
India,Mobile,9178318,0.056,0.02
India,Mobile,9178319,0.056,0.02
India,Mobile,9178320,0.056,0.02
India,Mobile,9178328,0.056,0.02
India,Mobile,9178329,0.056,0.02
India,Mobile,9178330,0.056,0.02
India,Mobile,9178338,0.056,0.02
India,Mobile,9178339,0.056,0.02
India,Mobile,9178340,0.056,0.02
India,Mobile,9178348,0.05,0.02
India,Mobile,9178349,0.05,0.02
India,Mobile,9178350,0.05,0.02
India,Mobile,9178358,0.05,0.02
India,Mobile,9178359,0.05,0.02
India,Mobile,9178360,0.05,0.02
India,Mobile,9178368,0.05,0.02
India,Mobile,9178369,0.05,0.02
India,Mobile,917837,0.056,0.02
India,Mobile,917838,0.056,0.02
India,Mobile,9178400,0.05,0.02
India,Mobile,9178408,0.05,0.02
India,Mobile,9178409,0.05,0.02
India,Mobile,9178410,0.05,0.02
India,Mobile,9178418,0.05,0.02
India,Mobile,9178419,0.05,0.02
India,Mobile,917842,0.056,0.02
India,Mobile,9178430,0.05,0.02
India,Mobile,9178438,0.05,0.02
India,Mobile,9178439,0.05,0.02
India,Mobile,9178440,0.05,0.02
India,Mobile,9178448,0.05,0.02
India,Mobile,9178449,0.05,0.02
India,Mobile,917845,0.056,0.02
India,Mobile,9178460,0.05,0.02
India,Mobile,9178468,0.05,0.02
India,Mobile,9178469,0.05,0.02
India,Mobile,9178470,0.05,0.02
India,Mobile,9178478,0.05,0.02
India,Mobile,9178479,0.05,0.02
India,Mobile,9178480,0.05,0.02
India,Mobile,9178488,0.05,0.02
India,Mobile,9178489,0.05,0.02
India,Mobile,9178490,0.05,0.02
India,Mobile,9178498,0.05,0.02
India,Mobile,9178499,0.05,0.02
India,Mobile,9178500,0.05,0.02
India,Mobile,9178508,0.05,0.02
India,Mobile,9178509,0.05,0.02
India,Mobile,9178510,0.05,0.02
India,Mobile,9178518,0.05,0.02
India,Mobile,9178519,0.05,0.02
India,Mobile,9178520,0.05,0.02
India,Mobile,9178528,0.05,0.02
India,Mobile,9178529,0.05,0.02
India,Mobile,9178530,0.05,0.02
India,Mobile,9178538,0.05,0.02
India,Mobile,9178539,0.05,0.02
India,Mobile,9178540,0.05,0.02
India,Mobile,9178548,0.05,0.02
India,Mobile,9178549,0.05,0.02
India,Mobile,9178550,0.05,0.02
India,Mobile,9178558,0.05,0.02
India,Mobile,9178559,0.05,0.02
India,Mobile,9178560,0.05,0.02
India,Mobile,9178568,0.05,0.02
India,Mobile,9178569,0.05,0.02
India,Mobile,9178570,0.05,0.02
India,Mobile,9178578,0.05,0.02
India,Mobile,9178579,0.05,0.02
India,Mobile,9178580,0.05,0.02
India,Mobile,9178588,0.05,0.02
India,Mobile,9178589,0.05,0.02
India,Mobile,9178590,0.05,0.02
India,Mobile,9178598,0.05,0.02
India,Mobile,9178599,0.05,0.02
India,Mobile,917860,0.056,0.02
India,Mobile,9178610,0.05,0.02
India,Mobile,9178618,0.05,0.02
India,Mobile,9178619,0.05,0.02
India,Mobile,9178620,0.05,0.02
India,Mobile,9178628,0.05,0.02
India,Mobile,9178629,0.05,0.02
India,Mobile,9178630,0.05,0.02
India,Mobile,9178638,0.05,0.02
India,Mobile,9178639,0.05,0.02
India,Mobile,9178640,0.05,0.02
India,Mobile,9178648,0.05,0.02
India,Mobile,9178649,0.05,0.02
India,Mobile,9178650,0.05,0.02
India,Mobile,9178658,0.05,0.02
India,Mobile,9178659,0.05,0.02
India,Mobile,9178660,0.05,0.02
India,Mobile,9178668,0.05,0.02
India,Mobile,9178669,0.05,0.02
India,Mobile,9178670,0.05,0.02
India,Mobile,9178678,0.05,0.02
India,Mobile,9178679,0.05,0.02
India,Mobile,9178680,0.05,0.02
India,Mobile,9178688,0.05,0.02
India,Mobile,9178689,0.05,0.02
India,Mobile,917869,0.056,0.02
India,Mobile,91787,0.056,0.02
India,Mobile,917870,0.05,0.02
India,Mobile,917890,0.05,0.02
India,Mobile,917891,0.056,0.02
